REG. NO.;CODE;NAME;REGION;DISTRICT;WARD;OWNERSHIP;LATITUDE;LONGITUDE;PASS_RATE;AVG_MARK;CHANGE_PREVIOUS_YEAR;RANK;YEAR_OF_RESULT
EM.10945;PS0505-154;KABUGA;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.5790572;31.6208853;;;;;
EM.11266;PS0505-155;KANGATEBE;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.524858;31.709832;;;;;
EM.13147;PS0505-156;ST. JOSEPH RUTABO ENGLISH MEDIUM;KAGERA;MULEBA;KAMACHUMU;NON GOVERNMENT;-1.6114423;31.6199963;;;;;
EM.11265;PS0505-158;BUGASHA;KAGERA;MULEBA;MAYONDWE;GOVERNMENT;-1.5769383;31.7445614;;;;;
EM.11725;PS0505-159;BUSHEKYA;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9766373;31.5681783;;;;;
EM.12503;PS0505-160;ITUNZI;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.2023906;31.540998;;;;;
EM.11732;PS0505-161;KITUHA;KAGERA;MULEBA;BUMBIRE;GOVERNMENT;-1.6330832;31.8843652;;;;;
EM.11267;PS0505-162;KYABISHAGAHO;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.2131301;31.4496521;;;;;
EM.11268;PS0505-163;MULEBA;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8395662;31.6529722;;;;;
EM.11270;PS0505-164;RWAKAHOZA;KAGERA;MULEBA;IZIGO;GOVERNMENT;-1.6385961;31.7310371;;;;;
EM.11724;PS0505-165;AKANAZI;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9246761;31.4742741;;;;;
EM.11723;PS0505-166;AKAJUNGUTI;KAGERA;MULEBA;IKONDO;GOVERNMENT;-1.8329571;31.6037592;;;;;
EM.4770;PS0505-167;BUREZA;KAGERA;MULEBA;BUREZA;GOVERNMENT;-1.8393043;31.6793243;;;;;
EM.11726;PS0505-168;BUYANGO;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8408462;31.6788964;;;;;
EM.11728;PS0505-169;IJUMBI;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.7228905;31.6339472;;;;;
EM.11729;PS0505-170;KAGOGO;KAGERA;MULEBA;KABIRIZI;GOVERNMENT;-1.790089;31.516693;;;;;
EM.11730;PS0505-171;KAGULAMO;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.0471867;31.6807983;;;;;
EM.11731;PS0505-172;KASENYI;KAGERA;MULEBA;IKUZA;GOVERNMENT;-2.1232924;31.7530904;;;;;
EM.11733;PS0505-173;KITUNTU;KAGERA;MULEBA;MAGATA/KARUTANGA;GOVERNMENT;-1.8849931;31.6461123;;;;;
EM.11734;PS0505-174;LYAMABUMBE;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0164613;31.5541203;;;;;
EM.11735;PS0505-175;MISHAMBYA;KAGERA;MULEBA;RUTORO;GOVERNMENT;-1.8276201;31.3837381;;;;;
EM.11736;PS0505-176;MUSALALA;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.2776622;31.6908091;;;;;
EM.11737;PS0505-177;MUSHENYI;KAGERA;MULEBA;MUSHABAGO;GOVERNMENT;-1.7046814;31.5218023;;;;;
EM.11269;PS0505-178;NYAKISHOZI;KAGERA;MULEBA;BURUNGURA;GOVERNMENT;-1.9260883;31.41901;;;;;
EM.11738;PS0505-179;NSHANJE;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.2215552;31.5296171;;;;;
EM.11739;PS0505-180;RUNAZI;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0223333;31.5712413;;;;;
EM.11740;PS0505-181;RUSALALA;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.1430571;31.6721233;;;;;
EM.8365;PS0505-182;RWENSHATO;KAGERA;MULEBA;BUHANGAZA;GOVERNMENT;-1.7036233;31.6559423;;;;;
EM.13148;PS0505-183;ST.ACHILEUS ENGLISH MEDIUM;KAGERA;MULEBA;MULEBA;NON GOVERNMENT;-1.8368344;31.6674402;;;;;
EM.12500;PS0505-184;BINONI;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.8275183;31.3840683;;;;;
EM.12501;PS0505-185;BYENGERAGERE;KAGERA;MULEBA;RUTORO;GOVERNMENT;-1.5434751;31.1782342;;;;;
EM.12502;PS0505-186;GWANSELI;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.9169843;31.6327605;;;;;
EM.13970;PS0505-187;JIPEMOYO ENGLISH MEDIUM;KAGERA;MULEBA;NGENGE;NON GOVERNMENT;-1.8386421;31.6568294;;;;;
EM.12504;PS0505-188;KABAITWA;KAGERA;MULEBA;MAFUMBO;GOVERNMENT;-1.6564362;31.7119491;;;;;
EM.12505;PS0505-189;KABARE 'B';KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.8703852;31.5684701;;;;;
EM.12506;PS0505-190;KABONDE;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.1727823;31.6761991;;;;;
EM.12507;PS0505-191;KABUNGO;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.1826231;31.4690491;;;;;
EM.12508;PS0505-192;KAMATOJO;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0602922;31.5358073;;;;;
EM.12509;PS0505-193;KANGOMA;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9273866;31.5450033;;;;;
EM.12512;PS0505-194;KATANDA;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-2.0066983;31.4920574;;;;;
EM.12510;PS0505-195;KARANDA;KAGERA;MULEBA;BURUNGURA;GOVERNMENT;-1.8822163;31.5124822;;;;;
EM.12511;PS0505-196;KASHENGE;KAGERA;MULEBA;MAFUMBO;GOVERNMENT;-2.6336666;31.3653333;;;;;
EM.12513;PS0505-197;KIKAGATE;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9657031;31.4425832;;;;;
EM.12514;PS0505-198;MABIRA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.722261;31.578382;;;;;
EM.12515;PS0505-199;MKOMBOZI;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.8771333;31.6854834;;;;;
EM.12516;PS0505-200;MULAMBI;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9747003;31.5175473;;;;;
EM.12518;PS0505-201;MUUNGANO;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.2574881;31.6501043;;;;;
EM.12517;PS0505-202;MURUNGU;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.0770613;31.5319502;;;;;
EM.12519;PS0505-203;MUYENJE;KAGERA;MULEBA;KAGOMA;GOVERNMENT;-1.7466011;31.6897614;;;;;
EM.12520;PS0505-204;NYABULE;KAGERA;MULEBA;RULANDA;GOVERNMENT;-2.0112822;31.6036893;;;;;
EM.13978;PS0505-205;SIMBYA ENGLISH MEDIUM;KAGERA;MULEBA;NSHAMBA;NON GOVERNMENT;-1.784323;31.5427623;;;;;
EM.14381;PS0505-206;JAKAYA KIKWETE ENGLISH MEDIUM;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8397802;31.6572721;;;;;
EM.13139;PS0505-208;KAHUMULO;KAGERA;MULEBA;KATOKE;GOVERNMENT;-1.6500753;31.6885602;;;;;
EM.13140;PS0505-209;KAIRUNGU;KAGERA;MULEBA;KIBANGA;GOVERNMENT;-1.9101482;31.5597762;;;;;
EM.14619;PS0505-210;KAMACHUMU ISLAMIC;KAGERA;MULEBA;IBUGA;NON GOVERNMENT;-1.6332963;31.6067613;;;;;
EM.13141;PS0505-211;KAJULE;KAGERA;MULEBA;BUMBIRE;GOVERNMENT;-1.7342351;31.8606914;;;;;
EM.13142;PS0505-212;KITANGA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.737736;31.569916;;;;;
EM.13143;PS0505-213;KITOKO;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9314466;31.5190016;;;;;
EM.13144;PS0505-214;KYARUTARE;KAGERA;MULEBA;RUTORO;GOVERNMENT;-1.7529981;31.2490282;;;;;
EM.13145;PS0505-215;RUGEGE;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.5857832;31.7072511;;;;;
EM.13146;PS0505-216;RUNYINYA;KAGERA;MULEBA;KIBANGA;GOVERNMENT;-1.8942282;31.581009;;;;;
EM.13136;PS0505-217;ICHWANDIMI;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9620173;31.5880592;;;;;
EM.13138;PS0505-218;KAGASHA;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.2333142;31.5019132;;;;;
EM.14813;PS0505-219;BEMBELEZA ENGLISH MEDIUM;KAGERA;MULEBA;IJUMBI;NON GOVERNMENT;-1.745613;31.62577;;;;;
EM.17081;PS0505-220;NYAKAGOMA;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.0121436;31.5624973;;;;;
EM.13593;PS0505-221;RWANGANILO;KAGERA;MULEBA;KIKUKU;GOVERNMENT;-1.8146652;31.7010891;;;;;
EM.17306;PS0505-222;KATOMA;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6653112;31.6375781;;;;;
EM.13971;PS0505-223;KABASHARO;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.1061453;31.649112;;;;;
EM.13972;PS0505-224;KYAMATE;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9965733;31.4621383;;;;;
EM.13975;PS0505-225;NYAMAHANJU;KAGERA;MULEBA;IKUZA;GOVERNMENT;-2.1401343;31.7921062;;;;;
EM.13976;PS0505-226;RWAZI;KAGERA;MULEBA;IKUZA;GOVERNMENT;-2.1421032;31.7595531;;;;;
EM.13977;PS0505-227;RWIZI;KAGERA;MULEBA;BULYAKASHAJU;GOVERNMENT;-1.6101352;31.5606752;;;;;
EM.13973;PS0505-228;MAKONGORA B;KAGERA;MULEBA;RUHANGA;GOVERNMENT;-1.5544763;31.647489;;;;;
EM.13974;PS0505-229;NYAMAGOJO;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.3147204;31.6311644;;;;;
EM.16112;PS0505-230;ST.MICHAEL ENGLISH MEDIUM;KAGERA;MULEBA;MUHUTWE;NON GOVERNMENT;-1.539938;31.707347;;;;;
EM.4788;PS0506-001;BUGARAMA;KAGERA;NGARA;BUGARAMA;GOVERNMENT;-2.8604547;30.5301862;;;;;
EM.183;PS0506-002;BUHORORO;KAGERA;NGARA;KIBIMBA;GOVERNMENT;-2.511539;30.654963;;;;;
EM.612;PS0506-003;BUKIRIRO;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.7859098;30.5443154;;;;;
EM.1599;PS0506-004;CHIVU;KAGERA;NGARA;NTOBEYE;GOVERNMENT;-2.4964553;30.5969749;;;;;
EM.4789;PS0506-005;DJURULIGWA;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.6348066;30.5278066;;;;;
EM.3484;PS0506-006;KABALENZI;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5262674;30.5713866;;;;;
EM.836;PS0506-007;KABANGA;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.623455;30.483684;;;;;
EM.4122;PS0506-008;KAHAMA;KAGERA;NGARA;NYAMAGOMA;GOVERNMENT;-2.8485674;30.8127702;;;;;
EM.340;PS0506-009;KANAZI;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5528866;30.5926833;;;;;
EM.3485;PS0506-010;KANYINYA;KAGERA;NGARA;MBUBA;GOVERNMENT;-2.618975;30.635579;;;;;
EM.554;PS0506-011;KASHINGA;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.7019633;30.6932483;;;;;
EM.4791;PS0506-012;KASULO;KAGERA;NGARA;KASULO;GOVERNMENT;-2.5250154;30.8573322;;;;;
EM.4123;PS0506-013;KATERERE;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5976399;30.6088649;;;;;
EM.385;PS0506-014;KEZA;KAGERA;NGARA;KEZA;GOVERNMENT;-2.6836209;30.6957199;;;;;
EM.1034;PS0506-015;KIBIRIZI;KAGERA;NGARA;KEZA;GOVERNMENT;-2.7357566;30.6261999;;;;;
EM.1600;PS0506-016;KIHINGA;KAGERA;NGARA;KIBOGORA;GOVERNMENT;-2.7496171;30.5893558;;;;;
EM.4792;PS0506-017;KIRUSHYA;KAGERA;NGARA;KIRUSHYA;GOVERNMENT;-2.4617516;30.5566616;;;;;
EM.4793;PS0506-018;KUKAZURU;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.605157;30.530717;;;;;
EM.1881;PS0506-019;KUMUBUGA;KAGERA;NGARA;NYAMAGOMA;GOVERNMENT;-2.8355375;30.9613034;;;;;
EM.1232;PS0506-020;KUMUGAMBA;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.6449681;30.6579883;;;;;
EM.7717;PS0506-021;KUMUYANGE;KAGERA;NGARA;NYAMIAGA;GOVERNMENT;-2.5133517;30.6922933;;;;;
EM.613;PS0506-022;MABAWE;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.6469722;30.4561666;;;;;
EM.3799;PS0506-023;MAYENZI;KAGERA;NGARA;KIBIMBA;GOVERNMENT;-2.5508217;30.6297033;;;;;
EM.837;PS0506-024;MBUBA;KAGERA;NGARA;MBUBA;GOVERNMENT;-2.66173;30.59966;;;;;
EM.838;PS0506-025;MUBUHENGE;KAGERA;NGARA;MUGOMA;GOVERNMENT;-2.5145966;30.54899;;;;;
EM.1035;PS0506-026;MUGANZA;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.912751;30.645713;;;;;
EM.2768;PS0506-027;MUGASHA;KAGERA;NGARA;NYAMIAGA;GOVERNMENT;-2.5089324;30.6701792;;;;;
EM.1601;PS0506-028;MUKIKOMERO;KAGERA;NGARA;MUGOMA;GOVERNMENT;-2.518241;30.496845;;;;;
EM.1792;PS0506-029;MUGOMA;KAGERA;NGARA;MUGOMA;GOVERNMENT;-2.5185983;30.5340133;;;;;
EM.4794;PS0506-030;MUHWEZA;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.535964;30.616774;;;;;
EM.839;PS0506-031;MUKAGUGO;KAGERA;NGARA;MUGOMA;GOVERNMENT;-2.549835;30.5161366;;;;;
EM.1479;PS0506-032;MUKAREHE;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.6029166;30.5537433;;;;;
EM.1036;PS0506-033;MUKIBOGOYE;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5850533;30.5793599;;;;;
EM.4795;PS0506-034;MUKIBUNGERE;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.584711;30.479114;;;;;
EM.4796;PS0506-035;MUKIREHE;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5214033;30.6061333;;;;;
EM.3800;PS0506-036;MUKUBU;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.8547233;30.6857666;;;;;
EM.1602;PS0506-037;MUMILAMILA;KAGERA;NGARA;BUGARAMA;GOVERNMENT;-2.89005617;30.4994055;;;;;
EM.1233;PS0506-038;MUMITERAMA;KAGERA;NGARA;NYAMIAGA;GOVERNMENT;-2.4967598;30.6812418;;;;;
EM.3292;PS0506-039;MUNJEBWE;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.6850267;30.6315353;;;;;
EM.2628;PS0506-040;MURGWANZA;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.4901933;30.6493017;;;;;
EM.614;PS0506-041;MURUGUNGA;KAGERA;NGARA;MURUSAGAMBA;GOVERNMENT;-2.97478;30.746331;;;;;
EM.4797;PS0506-042;MURUKAGATI;KAGERA;NGARA;NTOBEYE;GOVERNMENT;-2.477457;30.633592;;;;;
EM.2466;PS0506-043;MURUKUKUMBO;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.645824;30.461306;;;;;
EM.1234;PS0506-044;MURUKULAZO;KAGERA;NGARA;MURUKURAZO;GOVERNMENT;-2.4601633;30.6921483;;;;;
EM.341;PS0506-045;MURUSAGAMBA;KAGERA;NGARA;MURUSAGAMBA;GOVERNMENT;-2.963155;30.8405073;;;;;
EM.1603;PS0506-046;MURUTABO;KAGERA;NGARA;KIRUSHYA;GOVERNMENT;-2.5469183;30.5758662;;;;;
EM.2237;PS0506-047;MUYENZI;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.7245573;30.6303245;;;;;
EM.615;PS0506-048;MWIVUZA;KAGERA;NGARA;KIRUSHYA;GOVERNMENT;-2.479934;30.5337031;;;;;
EM.6065;PS0506-049;NGARA MJINI;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.5095816;30.6555133;;;;;
EM.4124;PS0506-050;NGUNDUSI;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.6085563;30.4639585;;;;;
EM.1604;PS0506-051;NTANGA;KAGERA;NGARA;MURUSAGAMBA;GOVERNMENT;-2.8770583;30.8924116;;;;;
EM.2769;PS0506-052;NTOBEYE;KAGERA;NGARA;NTOBEYE;GOVERNMENT;-2.451188;30.635117;;;;;
EM.746;PS0506-053;NTUNGAMO;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.5908953;30.5187047;;;;;
EM.1235;PS0506-054;NYABISINDU;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.626845;30.5137499;;;;;
EM.2893;PS0506-055;NYAMAHWA;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.5139387;30.6820828;;;;;
EM.2550;PS0506-056;NYAKIZIBA;KAGERA;NGARA;MURUKURAZO;GOVERNMENT;-2.41960666;30.7233566;;;;;
EM.231;PS0506-057;NYAMIAGA;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.5121801;30.6766216;;;;;
EM.4125;PS0506-058;NYARURAMA;KAGERA;NGARA;KIBOGORA;GOVERNMENT;-2.831254;30.485904;;;;;
EM.4798;PS0506-059;NYARUSANGE;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.680584;30.622275;;;;;
EM.4799;PS0506-060;NZAZA;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.644666;30.458275;;;;;
EM.4800;PS0506-061;REMELA;KAGERA;NGARA;KANAZI;GOVERNMENT;-2.5661766;30.5698883;;;;;
EM.2238;PS0506-062;RUBANGA;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.744012;30.598117;;;;;
EM.2239;PS0506-063;RUKIRA;KAGERA;NGARA;KEZA;GOVERNMENT;-2.76905101;30.6924981;;;;;
EM.1480;PS0506-064;RUGANZO;KAGERA;NGARA;KIBIMBA;GOVERNMENT;-2.5493165;30.6846617;;;;;
EM.672;PS0506-065;RULAMA;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.8604639;30.5301938;;;;;
EM.439;PS0506-066;RULENGE;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.722811;30.63392;;;;;
EM.840;PS0506-067;RWIMBOGO;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.9379;30.722683;;;;;
EM.555;PS0506-068;RWINYANA;KAGERA;NGARA;BUGARAMA;GOVERNMENT;-2.8355133;30.5314099;;;;;
EM.4801;PS0506-069;RUSUMO;KAGERA;NGARA;MURUKURAZO;GOVERNMENT;-2.3982416;30.7703916;;;;;
EM.673;PS0506-070;SHANGA;KAGERA;NGARA;MUGOMA;GOVERNMENT;-2.5345283;30.5459149;;;;;
EM.4790;PS0506-071;KASANGE;KAGERA;NGARA;KIRUSHYA;GOVERNMENT;-2.4430283;30.538406;;;;;
EM.3483;PS0506-072;IBUGA;KAGERA;NGARA;KABANGA;GOVERNMENT;-2.6563383;30.4928816;;;;;
EM.8907;PS0506-073;KUMUTANA;KAGERA;NGARA;KIBIMBA;GOVERNMENT;-2.532735;30.658855;;;;;
EM.8908;PS0506-074;MUMUHAMBA;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.764936;30.551436;;;;;
EM.10306;PS0506-075;RUSUMO MAGEREZA;KAGERA;NGARA;RUSUMO;GOVERNMENT;-2.418616;30.816059;;;;;
EM.9154;PS0506-076;KIGINA;KAGERA;NGARA;NTOBEYE;GOVERNMENT;-2.4478075;30.5913244;;;;;
EM.10154;PS0506-077;KASHARAZI;KAGERA;NGARA;RUSUMO;GOVERNMENT;-2.523687;30.762806;;;;;
EM.10589;PS0506-078;BULENGO;KAGERA;NGARA;MURUKURAZO;GOVERNMENT;-2.3931063;30.8033676;;;;;
EM.10442;PS0506-079;KIGARAMA;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.6699684;30.5464031;;;;;
EM.10304;PS0506-080;KUMWENDO;KAGERA;NGARA;MBUBA;GOVERNMENT;-2.64153;30.56806;;;;;
EM.10305;PS0506-081;NYABIHANGA;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.8607209;30.531389;;;;;
EM.10947;PS0506-082;NAKATUNGA;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.5157233;30.6413999;;;;;
EM.10596;PS0506-083;NYANKENDE;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.6520216;30.7040817;;;;;
EM.10591;PS0506-084;MIKORE;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.5751366;30.7330933;;;;;
EM.10590;PS0506-085;KIGOYI;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.6392016;30.7579349;;;;;
EM.10594;PS0506-086;NTUKAMAZINA;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.6733583;30.7513766;;;;;
EM.10595;PS0506-087;NYAKARIBA;KAGERA;NGARA;NTOBEYE;GOVERNMENT;-2.4355433;30.6734983;;;;;
EM.9153;PS0506-088;KAPFUHA;KAGERA;NGARA;KASULO;GOVERNMENT;-2.5584067;30.8860767;;;;;
EM.9155;PS0506-089;KUMUNAZI;KAGERA;NGARA;KASULO;GOVERNMENT;-2.5493401;30.812991;;;;;
EM.10597;PS0506-090;NYANZARI;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.4922431;30.6680392;;;;;
EM.10593;PS0506-091;NJIAPANDA;KAGERA;NGARA;KASULO;GOVERNMENT;-2.4929748;30.8516893;;;;;
EM.11271;PS0506-092;KUMWUZUZA;KAGERA;NGARA;MABAWE;GOVERNMENT;-2.6473045;30.455972;;;;;
EM.11741;PS0506-093;RHEC;KAGERA;NGARA;RULENGE;NON GOVERNMENT;-2.710494;30.628226;;;;;
EM.7097;PS0506-094;CHAMBALE;KAGERA;NGARA;NYAKISASA;GOVERNMENT;-2.6359967;30.6804683;;;;;
EM.10773;PS0506-095;GWENZAZA;KAGERA;NGARA;KEZA;GOVERNMENT;-2.7043833;30.7292566;;;;;
EM.10774;PS0506-096;MUBWILINDE;KAGERA;NGARA;BUKIRIRO;GOVERNMENT;-2.6441853;30.4615059;;;;;
EM.10592;PS0506-097;MUKIVUMU;KAGERA;NGARA;BUGARAMA;GOVERNMENT;-2.883886;30.490857;;;;;
EM.10775;PS0506-098;NGEZE;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.906704;30.6428715;;;;;
EM.10776;PS0506-099;NYAKAFANDI;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.8252816;30.625725;;;;;
EM.10777;PS0506-100;NYAKAHANGA;KAGERA;NGARA;RUSUMO;GOVERNMENT;-2.3834506;30.7947919;;;;;
EM.10778;PS0506-101;RUSENGO;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.891555;30.6779399;;;;;
EM.12521;PS0506-102;GOYAGOYA;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.7388094;30.6435372;;;;;
EM.10946;PS0506-103;KABURANZWIRI;KAGERA;NGARA;RUSUMO;GOVERNMENT;-2.4729716;30.7900933;;;;;
EM.12522;PS0506-104;MUKIDIDIRI;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.409606;30.674185;;;;;
EM.13597;PS0506-105;NYARUKUBARA;KAGERA;NGARA;KIBOGORA;GOVERNMENT;-2.777129;30.4981797;;;;;
EM.13596;PS0506-106;MUSAZA;KAGERA;NGARA;MUGANZA;GOVERNMENT;-2.917083;30.647466;;;;;
EM.13980;PS0506-107;NAPS;KAGERA;NGARA;NGARA MJINI;NON GOVERNMENT;-2.5088552;30.650968;;;;;
EM.13595;PS0506-108;MUBINYANGE;KAGERA;NGARA;NGARA MJINI;GOVERNMENT;-2.5029983;30.6652083;;;;;
EM.13981;PS0506-109;PRINCE;KAGERA;NGARA;KABANGA;NON GOVERNMENT;-2.5998126;30.5183805;;;;;
EM.13982;PS0506-110;RUHUBA;KAGERA;NGARA;MBUBA;GOVERNMENT;-2.690332;30.584271;;;;;
EM.14382;PS0506-111;MWANGA;KAGERA;NGARA;KABANGA;NON GOVERNMENT;-2.6350127;30.4743562;;;;;
EM.13594;PS0506-112;KABAHESHI;KAGERA;NGARA;KASULO;GOVERNMENT;-2.6022216;30.7949866;;;;;
EM.13979;PS0506-113;KAMULI;KAGERA;NGARA;KASULO;GOVERNMENT;-2.492672;30.905897;;;;;
EM.14620;PS0506-114;MURUGALAGALA;KAGERA;NGARA;RULENGE;GOVERNMENT;-2.7134459;30.6320037;;;;;
EM.10939;PS0507-001;ADOLEC;KAGERA;KYERWA;KAKANJA;NON GOVERNMENT;-1.42584;30.910471;;;;;
EM.13589;PS0507-002;ANZA KUELIMISHA;KAGERA;KYERWA;KAISHO;NON GOVERNMENT;-1.2637816;30.6741483;;;;;
EM.3287;PS0507-003;BUGARA;KAGERA;KYERWA;BUGARA;GOVERNMENT;-1.1883836;30.995686;;;;;
EM.11711;PS0507-004;BUSHONGOLE;KAGERA;KYERWA;NYAKATUNTU;GOVERNMENT;-1.3043914;30.8143719;;;;;
EM.8633;PS0507-005;CHANYA;KAGERA;KYERWA;ITEERA;GOVERNMENT;-1.544099;30.9820033;;;;;
EM.8435;PS0507-006;CHANYANGABWA;KAGERA;KYERWA;SONGAMBELE;GOVERNMENT;-1.5424783;30.8514167;;;;;
EM.11712;PS0507-007;IBAMBA;KAGERA;KYERWA;KITWE;GOVERNMENT;-1.2316989;30.9298805;;;;;
EM.13126;PS0507-008;IBANDA;KAGERA;KYERWA;KIBINGO;GOVERNMENT;-1.29666;30.649358;;;;;
EM.6037;PS0507-009;IBARE;KAGERA;KYERWA;ISINGIRO;GOVERNMENT;-1.27332616;30.6411966;;;;;
EM.6038;PS0507-010;ILEEGA;KAGERA;KYERWA;MABIRA;GOVERNMENT;-1.254927;30.96958;;;;;
EM.13127;PS0507-011;IMANI;KAGERA;KYERWA;KAISHO;NON GOVERNMENT;-1.2534724;30.6720933;;;;;
EM.4759;PS0507-012;ISHAKA;KAGERA;KYERWA;ISINGIRO;GOVERNMENT;-1.277812;30.30.675888;;;;;
EM.10940;PS0507-013;ISHOZI;KAGERA;KYERWA;KIBARE;GOVERNMENT;-1.926106;30.751739;;;;;
EM.2026;PS0507-014;ISINGIRO;KAGERA;KYERWA;ISINGIRO;GOVERNMENT;-1.2746973;30.6879614;;;;;
EM.7067;PS0507-015;ITEERA;KAGERA;KYERWA;ITEERA;GOVERNMENT;-1.5098817;30.9395883;;;;;
EM.11713;PS0507-016;JUHUDI;KAGERA;KYERWA;MABIRA;GOVERNMENT;-1.326537;30.984285;;;;;
EM.6039;PS0507-017;KAARO;KAGERA;KYERWA;NKWENDA;GOVERNMENT;-1.4868413;30.8905747;;;;;
EM.2463;PS0507-018;KAGENYI;KAGERA;KYERWA;KYERWA;GOVERNMENT;-1.3991519;30.75723776;;;;;
EM.11714;PS0507-019;KAGU;KAGERA;KYERWA;BUGOMORA;GOVERNMENT;-1.09755666;30.75209669;;;;;
