REG. NO.;CODE;NAME;REGION;DISTRICT;WARD;OWNERSHIP;LATITUDE;LONGITUDE;PASS_RATE;AVG_MARK;CHANGE_PREVIOUS_YEAR;RANK;YEAR_OF_RESULT
EM.16060;PS0504-061;KYABALISA;KAGERA;KARAGWE;NYABIYONZA;GOVERNMENT;-1.7164213;31.0020238;;;;;
EM.16061;PS0504-062;KYANYAMISA;KAGERA;KARAGWE;NYAKASIMBI;GOVERNMENT;-1.8224618;31.1318162;;;;;
EM.6036;PS0504-063;KYERUNGA;KAGERA;KARAGWE;IHANDA;GOVERNMENT;-1.5357652;31.105298;;;;;
EM.16062;PS0504-064;LUKAJANGE;KAGERA;KARAGWE;BUGENE;GOVERNMENT;-1.5656391;31.1509953;;;;;
EM.16063;PS0504-065;LUKALE;KAGERA;KARAGWE;NYAISHOZI;GOVERNMENT;-1.6974283;31.1295083;;;;;
EM.16064;PS0504-066;MABORESHO;KAGERA;KARAGWE;KITUNTU;GOVERNMENT;-1.4085411;31.1126797;;;;;
EM.16065;PS0504-067;MAGUGE;KAGERA;KARAGWE;KIHANGA;GOVERNMENT;-1.4322438;31.1760555;;;;;
EM.16066;PS0504-068;MASHELI;KAGERA;KARAGWE;NYAKAKIKA;GOVERNMENT;-1.8508005;30.9178136;;;;;
EM.16067;PS0504-069;MATARA;KAGERA;KARAGWE;NYAKAKIKA;GOVERNMENT;-1.8753557;30.9406544;;;;;
EM.16068;PS0504-070;MATO;KAGERA;KARAGWE;NYAKAHANGA;GOVERNMENT;-1.6405795;31.1819382;;;;;
EM.16069;PS0504-071;MISHA;KAGERA;KARAGWE;RUGU;GOVERNMENT;-1.777606;31.16697;;;;;
EM.16071;PS0504-072;MULAMBA;KAGERA;KARAGWE;KIHANGA;GOVERNMENT;-1.4194487;31.2057934;;;;;
EM.16073;PS0504-073;MUSHABAIGURU;KAGERA;KARAGWE;KIHANGA;GOVERNMENT;-1.2593299;31.0721286;;;;;
EM.16074;PS0504-074;MUUNGANO;KAGERA;KARAGWE;NYAKASIMBI;GOVERNMENT;-1.8675636;31.1166398;;;;;
EM.16075;PS0504-075;NDAMA;KAGERA;KARAGWE;NDAMA;GOVERNMENT;-1.5043349;31.1527733;;;;;
EM.16076;PS0504-076;NYABWEGIRA;KAGERA;KARAGWE;NDAMA;GOVERNMENT;-1.4920666;31.129775;;;;;
EM.16077;PS0504-077;NYABWEZIGA;KAGERA;KARAGWE;NYAKABANGA;GOVERNMENT;-1.773805;31.00673;;;;;
EM.16078;PS0504-078;NYAISHOZI;KAGERA;KARAGWE;NYAISHOZI;GOVERNMENT;-1.752594;31.1161915;;;;;
EM.16079;PS0504-079;NYAKABANGA;KAGERA;KARAGWE;NYAKABANGA;GOVERNMENT;-1.7880364;30.9775634;;;;;
EM.16080;PS0504-080;NYAKAGONGO;KAGERA;KARAGWE;CHANIKA;GOVERNMENT;-1.4387298;31.1224024;;;;;
EM.16081;PS0504-081;NYAKAGOYAGOYE;KAGERA;KARAGWE;KIRURUMA;GOVERNMENT;-1.6840104;30.9782372;;;;;
EM.16082;PS0504-082;NYAKAHANGA;KAGERA;KARAGWE;NYAKAHANGA;GOVERNMENT;-1.6044665;31.1396947;;;;;
EM.16083;PS0504-083;NYAKAHITA;KAGERA;KARAGWE;KANONI;GOVERNMENT;-1.380674;30.989069;;;;;
EM.16084;PS0504-084;NYAKAIGA;KAGERA;KARAGWE;KIBONDO;GOVERNMENT;-1.7390739;30.9577504;;;;;
EM.16085;PS0504-085;NYAKAKIKA;KAGERA;KARAGWE;NYAKAKIKA;GOVERNMENT;-1.8022433;30.959685;;;;;
EM.16086;PS0504-086;NYAKASANA;KAGERA;KARAGWE;IHANDA;GOVERNMENT;-1.5717742;31.1216559;;;;;
EM.16087;PS0504-087;NYAKASHOZI;KAGERA;KARAGWE;BWERANYANGE;GOVERNMENT;-1.7550357;30.8454313;;;;;
EM.16088;PS0504-088;NYAKASHWA;KAGERA;KARAGWE;KIBONDO;GOVERNMENT;-1.7597498;30.9332548;;;;;
EM.1021;PS0504-089;NYAKAYANJA;KAGERA;KARAGWE;NYAISHOZI;GOVERNMENT;-1.7253967;31.0997267;;;;;
EM.16089;PS0504-090;NYARUGANDO;KAGERA;KARAGWE;RUGERA;GOVERNMENT;-1.5602383;31.2167225;;;;;
EM.16090;PS0504-091;OMUKAKAJINJA;KAGERA;KARAGWE;RUGERA;GOVERNMENT;-1.6159571;31.2638608;;;;;
EM.12496;PS0504-092;OMUKARILO;KAGERA;KARAGWE;NYAKABANGA;NON GOVERNMENT;-1.812358;31.0367875;;;;;
EM.16091;PS0504-093;OMUKIMEYA;KAGERA;KARAGWE;CHONYONYO;GOVERNMENT;-1.6134654;31.0464645;;;;;
EM.16092;PS0504-094;OMURULAMA;KAGERA;KARAGWE;CHANIKA;GOVERNMENT;-1.4554409;31.0642616;;;;;
EM.16093;PS0504-095;OMURUSIMBI;KAGERA;KARAGWE;NYAKAHANGA;GOVERNMENT;-1.6333378;31.0939131;;;;;
EM.16094;PS0504-096;OMURWELE;KAGERA;KARAGWE;KANONI;GOVERNMENT;-1.350572;31.107707;;;;;
EM.16095;PS0504-097;RUGERA;KAGERA;KARAGWE;RUGERA;GOVERNMENT;-1.5608377;31.246055;;;;;
EM.16096;PS0504-098;RUGU;KAGERA;KARAGWE;RUGU;GOVERNMENT;-1.8309366;31.155961;;;;;
EM.16097;PS0504-099;RUHANYA;KAGERA;KARAGWE;CHANIKA;GOVERNMENT;-1.4159427;31.0801017;;;;;
EM.16098;PS0504-100;RUHITA;KAGERA;KARAGWE;RUGU;GOVERNMENT;-1.8451317;31.174995;;;;;
EM.16099;PS0504-101;Rukole;KAGERA;KARAGWE;IHANDA;GOVERNMENT;-1.5411086;31.0710554;;;;;
EM.16100;PS0504-102;RULALO;KAGERA;KARAGWE;CHONYONYO;GOVERNMENT;-1.5539436;31.0169741;;;;;
EM.16101;PS0504-103;RUMANYIKA;KAGERA;KARAGWE;KAYANGA;GOVERNMENT;-1.5289433;31.1508566;;;;;
EM.16102;PS0504-104;RUNYAGA;KAGERA;KARAGWE;CHANIKA;GOVERNMENT;-1.4623009;31.1270497;;;;;
EM.16103;PS0504-105;RUZINGA;KAGERA;KARAGWE;KITUNTU;GOVERNMENT;-1.36988;31.1211033;;;;;
EM.16104;PS0504-106;RWAKILO;KAGERA;KARAGWE;KANONI;GOVERNMENT;-1.389575;31.0715293;;;;;
EM.16105;PS0504-107;RWAMBAIZI;KAGERA;KARAGWE;KANONI;GOVERNMENT;-1.3450709;31.1193981;;;;;
EM.16106;PS0504-108;RWAMUGURUSI;KAGERA;KARAGWE;KAYANGA;GOVERNMENT;-1.5286883;31.1715066;;;;;
EM.16107;PS0504-109;RWANDARO;KAGERA;KARAGWE;NYAKAHANGA;GOVERNMENT;-1.687067;31.111406;;;;;
EM.16108;PS0504-110;RWENKORONGO;KAGERA;KARAGWE;KAMAGAMBO;GOVERNMENT;-1.5939219;30.9746889;;;;;
EM.16109;PS0504-111;RWENTUHE;KAGERA;KARAGWE;NYABIYONZA;GOVERNMENT;-1.7180111;30.9743598;;;;;
EM.13588;PS0504-112;ST.PETER CLAVER;KAGERA;KARAGWE;BUGENE;NON GOVERNMENT;-1.5815387;31.1326784;;;;;
EM.10581;PS0504-113;TEGEMEO;KAGERA;KARAGWE;BUGENE;NON GOVERNMENT;-1.5663172;31.1465273;;;;;
EM.7076;PS0505-001;BIGAGA;KAGERA;MULEBA;KIKUKU;GOVERNMENT;-1.5689277;31.7075455;;;;;
EM.7077;PS0505-002;BIHANGA;KAGERA;MULEBA;BURUNGURA;GOVERNMENT;-1.9360318;31.5204575;;;;;
EM.1226;PS0505-003;BIIJA;KAGERA;MULEBA;NYAKATANGA;GOVERNMENT;-1.8606581;31.4802261;;;;;
EM.1593;PS0505-004;BIIRABO;KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.850493;31.554802;;;;;
EM.7078;PS0505-005;BISHEKE;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9747003;31.5351511;;;;;
EM.1880;PS0505-006;BUGANGUZI;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.702298;31.561269;;;;;
EM.7705;PS0505-007;BUGARA;KAGERA;MULEBA;RULANDA;GOVERNMENT;-1.9410633;31.5846422;;;;;
EM.2465;PS0505-008;BUGARAMA;KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.8238861;31.5468591;;;;;
EM.7079;PS0505-009;BUHANGAZA;KAGERA;MULEBA;BUHANGAZA;GOVERNMENT;-1.6958733;31.6491753;;;;;
EM.4769;PS0505-010;BUHAYA;KAGERA;MULEBA;KAGOMA;GOVERNMENT;-1.7096262;31.7049014;;;;;
EM.1026;PS0505-011;BUMBIRE;KAGERA;MULEBA;BUMBIRE;GOVERNMENT;-1.6785382;31.8759082;;;;;
EM.7706;PS0505-012;BUMILO;KAGERA;MULEBA;KIBANGA;GOVERNMENT;-1.8548863;31.6014062;;;;;
EM.7080;PS0505-013;BURUNGURA;KAGERA;MULEBA;BURUNGURA;GOVERNMENT;-1.8941892;31.4880905;;;;;
EM.7707;PS0505-014;BUNYAGONGO;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.807315;31.526609;;;;;
EM.1594;PS0505-015;BUSHAKA;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.583914;31.6385423;;;;;
EM.7081;PS0505-016;BUSHUMBA;KAGERA;MULEBA;KATOKE;GOVERNMENT;-1.6063041;31.6958784;;;;;
EM.7082;PS0505-017;BUTE;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6421582;31.6250813;;;;;
EM.4771;PS0505-018;BUTEMBO;KAGERA;MULEBA;BUREZA;GOVERNMENT;-1.8268733;31.6727835;;;;;
EM.2233;PS0505-019;BUYAGA;KAGERA;MULEBA;BUHANGAZA;GOVERNMENT;-1.7394792;31.6422133;;;;;
EM.6060;PS0505-020;BWEYENZA;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9549166;31.4734983;;;;;
EM.7083;PS0505-021;BWOGA;KAGERA;MULEBA;KIBANGA;GOVERNMENT;-1.8832503;31.5840082;;;;;
EM.2548;PS0505-022;GANYAMKANDA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.7190242;31.5500762;;;;;
EM.743;PS0505-023;IBUGA;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6340704;31.6107642;;;;;
EM.6061;PS0505-024;IGABILO;KAGERA;MULEBA;BUREZA;GOVERNMENT;-1.8095981;31.648878;;;;;
EM.1027;PS0505-025;IHANGIRO;KAGERA;MULEBA;KASHASHA;GOVERNMENT;-1.7990713;31.5894092;;;;;
EM.7084;PS0505-026;IKONDO;KAGERA;MULEBA;IKONDO;GOVERNMENT;-1.7963261;31.620506;;;;;
EM.7708;PS0505-027;IKUZA;KAGERA;MULEBA;IKUZA;GOVERNMENT;-2.1333043;31.7547633;;;;;
EM.8694;PS0505-028;KANONI;KAGERA;MULEBA;MUSHABAGO;GOVERNMENT;-1.7451833;31.4773023;;;;;
EM.1028;PS0505-029;ILEMERA;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.9354972;31.6332006;;;;;
EM.1788;PS0505-030;ITONGO;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.7775242;31.5767611;;;;;
EM.308;PS0505-031;KABAGUNDA;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.9139082;31.6499022;;;;;
EM.4773;PS0505-032;KABARE 'A';KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.8665053;31.5750121;;;;;
EM.4774;PS0505-033;KABIRIZI;KAGERA;MULEBA;KABIRIZI;GOVERNMENT;-1.6616084;31.5514911;;;;;
EM.7709;PS0505-034;KABOYA;KAGERA;MULEBA;MAYONDWE;GOVERNMENT;-1.5837462;31.7328714;;;;;
EM.7085;PS0505-035;KABULEME;KAGERA;MULEBA;IZIGO;GOVERNMENT;-1.6063667;31.7191024;;;;;
EM.2234;PS0505-036;KABUTAIGI;KAGERA;MULEBA;KIBANGA;GOVERNMENT;-1.8886604;31.5851133;;;;;
EM.195;PS0505-037;KAGOMA;KAGERA;MULEBA;KAGOMA;GOVERNMENT;-1.7690952;31.6974981;;;;;
EM.832;PS0505-038;KAGONDO A;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.5509252;31.7051162;;;;;
EM.1595;PS0505-039;KAGONDO B;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.5495142;31.7068705;;;;;
EM.4775;PS0505-040;KAGONGO;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.7353453;31.5539461;;;;;
EM.3073;PS0505-041;KAHENGERE;KAGERA;MULEBA;KIKUKU;GOVERNMENT;-1.7679114;31.6974652;;;;;
EM.4776;PS0505-042;KAIHO;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.7120633;31.4720793;;;;;
EM.1227;PS0505-043;KAIGARA;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8322362;31.6696533;;;;;
EM.7086;PS0505-044;KAKOMA;KAGERA;MULEBA;BURUNGURA;GOVERNMENT;-1.9000483;31.4433633;;;;;
EM.1029;PS0505-045;KAMACHUMU A;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6107513;31.6300091;;;;;
EM.2235;PS0505-046;KAMACHUMU B;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6215912;31.6163762;;;;;
EM.7087;PS0505-047;KAMAKANA;KAGERA;MULEBA;KABIRIZI;GOVERNMENT;-1.68392;31.540486;;;;;
EM.2236;PS0505-048;KAMISHANGO;KAGERA;MULEBA;IKONDO;GOVERNMENT;-1.8231082;31.6131862;;;;;
EM.7089;PS0505-049;KASHANDA;KAGERA;MULEBA;KABIRIZI;GOVERNMENT;-1.811648;31.508082;;;;;
EM.3074;PS0505-050;KASHARUNGA;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0326253;31.5532212;;;;;
EM.6062;PS0505-051;KASHENO;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.888409;31.6789523;;;;;
EM.7090;PS0505-052;KASHENSHERO;KAGERA;MULEBA;KASHASHA;GOVERNMENT;-1.75957;31.598126;;;;;
EM.7091;PS0505-053;KASHOZI;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.677164;31.588288;;;;;
EM.97;PS0505-054;KASHUMBILILO;KAGERA;MULEBA;IZIGO;GOVERNMENT;-1.6368762;31.7157663;;;;;
EM.4121;PS0505-055;KANGAZA;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.2142281;31.6484863;;;;;
EM.1789;PS0505-056;KANYERANYERE;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.1901462;31.4863692;;;;;
EM.7088;PS0505-057;KANYWANGONGE;KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.82762;31.523525;;;;;
EM.4777;PS0505-058;KATANGA;KAGERA;MULEBA;BULYAKASHAJU;GOVERNMENT;-1.5870041;31.5971682;;;;;
EM.10303;PS0505-059;KATARE;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.688786;31.574043;;;;;
EM.4778;PS0505-060;KATOBAGO;KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.866505;31.575012;;;;;
EM.170;PS0505-061;KATOKE A;KAGERA;MULEBA;KATOKE;GOVERNMENT;-1.6661033;31.6970142;;;;;
EM.196;PS0505-062;KATOKE B;KAGERA;MULEBA;KATOKE;GOVERNMENT;-1.6443391;31.7040471;;;;;
EM.3797;PS0505-063;KATUNGURU;KAGERA;MULEBA;GWANSELI;GOVERNMENT;-1.9402363;31.651188;;;;;
EM.1030;PS0505-064;KIBARE;KAGERA;MULEBA;KABIRIZI;GOVERNMENT;-1.661608;31.551491;;;;;
EM.4779;PS0505-065;KIGA;KAGERA;MULEBA;RULANDA;GOVERNMENT;-2.0343602;31.5999493;;;;;
EM.7710;PS0505-066;KIKIKU;KAGERA;MULEBA;KIKUKU;GOVERNMENT;-1.7921502;31.6956814;;;;;
EM.4780;PS0505-067;KIMEYA;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0517053;31.5117883;;;;;
EM.274;PS0505-068;KISHANDA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.74405;31.553226;;;;;
EM.1031;PS0505-069;KISHOJU;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9473227;31.5134609;;;;;
EM.4781;PS0505-070;KISHURO;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.8381113;31.4291833;;;;;
EM.744;PS0505-071;KITABA;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9526733;31.6497066;;;;;
EM.7711;PS0505-072;KITEME;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0437066;31.4915449;;;;;
EM.1596;PS0505-073;KITUNGA;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.592347;31.716626;;;;;
EM.4782;PS0505-074;KIYEBE;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-2.0123991;31.5231503;;;;;
EM.611;PS0505-075;KIZIRAMUYAGA;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.1712203;31.666639;;;;;
EM.7092;PS0505-076;KYAIBUMBA;KAGERA;MULEBA;MUBUNDA;GOVERNMENT;-1.9309221;31.4930101;;;;;
EM.2891;PS0505-077;KYAMIYORWA;KAGERA;MULEBA;KASHARUNGA;GOVERNMENT;-2.0950711;31.5688155;;;;;
EM.1032;PS0505-078;KYEBITEMBE;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.2200941;31.4888231;;;;;
EM.1790;PS0505-079;KYENSHAMA;KAGERA;MULEBA;BISHEKE;GOVERNMENT;-1.9673523;31.5640003;;;;;
EM.7712;PS0505-080;KYOTA;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.0953752;31.6689533;;;;;
EM.437;PS0505-081;MADALENA;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.1024082;31.49064034;;;;;
EM.1951;PS0505-082;MAFUMBO;KAGERA;MULEBA;MAFUMBO;GOVERNMENT;-1.7018301;31.6640851;;;;;
EM.7093;PS0505-083;MAGATA;KAGERA;MULEBA;MAGATA/KARUTANGA;GOVERNMENT;-1.871389;31.6369871;;;;;
EM.4783;PS0505-084;MAGENYI;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6184771;31.602051;;;;;
EM.1228;PS0505-085;MAKONGORA A;KAGERA;MULEBA;RUHANGA;GOVERNMENT;-1.5567762;31.6255072;;;;;
EM.72;PS0505-086;MANYORA;KAGERA;MULEBA;KAGOMA;GOVERNMENT;-1.74866261;31.7003271;;;;;
EM.3480;PS0505-087;MAYONDWE;KAGERA;MULEBA;MAYONDWE;GOVERNMENT;-1.5449832;31.7376024;;;;;
EM.6063;PS0505-088;MAZINGA;KAGERA;MULEBA;MAZINGA;GOVERNMENT;-2.0132072;31.7797582;;;;;
EM.182;PS0505-089;MBATAMA;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.6798282;31.5764953;;;;;
EM.259;PS0505-090;MUBANGO;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.6916131;31.5693292;;;;;
EM.7094;PS0505-091;MULELA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.670202;31.54381;;;;;
EM.1229;PS0505-092;MUSHABAGO;KAGERA;MULEBA;MUSHABAGO;GOVERNMENT;-1.7821723;31.4914782;;;;;
EM.171;PS0505-093;NDOLAGE;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6099304;31.6472152;;;;;
EM.6064;PS0505-094;NGENGE;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.7819053;31.4465312;;;;;
EM.275;PS0505-095;NGOTE;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.1070504;31.5055413;;;;;
EM.1230;PS0505-096;NSHAMBA EXT;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.7910451;31.547839;;;;;
EM.3291;PS0505-097;NSHAMBA TAPA;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.8068905;31.5541064;;;;;
EM.4784;PS0505-098;NSHAMBYA;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.7132452;31.5949533;;;;;
EM.4785;PS0505-099;NYAILIGAMBA;KAGERA;MULEBA;MUHUTWE;GOVERNMENT;-1.5720715;31.6958452;;;;;
EM.3481;PS0505-100;NYAKABANGO;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.278879;31.6382772;;;;;
EM.1597;PS0505-101;NYAKAHAMA;KAGERA;MULEBA;BULYAKASHAJU;GOVERNMENT;-1.6342304;31.5669702;;;;;
EM.7714;PS0505-102;NYAMILANDA;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-1.1598822;31.4966852;;;;;
EM.833;PS0505-103;NYAMINAZI;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.7050351;31.6339471;;;;;
EM.7715;PS0505-104;NYANJUBI;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.2404401;31.4861492;;;;;
EM.745;PS0505-105;NYAKATANGA;KAGERA;MULEBA;NYAKATANGA;GOVERNMENT;-1.801033;31.4865744;;;;;
EM.834;PS0505-106;OMUKYAYA;KAGERA;MULEBA;IZIGO;GOVERNMENT;-1.6087293;31.7350152;;;;;
EM.2892;PS0505-107;OMURUNAZI;KAGERA;MULEBA;MUSHABAGO;GOVERNMENT;-1.7150922;31.499089;;;;;
EM.1717;PS0505-108;RUBUNGO;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8510181;31.6476033;;;;;
EM.438;PS0505-109;RUBYA A;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.7492861;31.6189215;;;;;
EM.1033;PS0505-110;RUBYA B;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.7493461;31.6215822;;;;;
EM.3;PS0505-111;RUBYA MSETO;KAGERA;MULEBA;KASHASHA;GOVERNMENT;-1.7505363;31.6204901;;;;;
EM.4786;PS0505-112;RUGASHA;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.7785114;31.5618743;;;;;
EM.835;PS0505-113;RUGONGO;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6473113;31.6417173;;;;;
EM.1231;PS0505-114;RUHANGA;KAGERA;MULEBA;RUHANGA;GOVERNMENT;-1.5919134;31.6627513;;;;;
EM.7716;PS0505-115;RUHIJA;KAGERA;MULEBA;IJUMBI;GOVERNMENT;-1.6936161;31.6137922;;;;;
EM.4787;PS0505-116;RULAMA;KAGERA;MULEBA;KISHANDA;GOVERNMENT;-1.707109;31.561294;;;;;
EM.3482;PS0505-117;RULANDA;KAGERA;MULEBA;RULANDA;GOVERNMENT;-1.9778843;31.6119463;;;;;
EM.2549;PS0505-118;RULONGO;KAGERA;MULEBA;KASHASHA;GOVERNMENT;-1.788463;31.607403;;;;;
EM.1791;PS0505-119;RUTABO A;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6086631;31.6207778;;;;;
EM.1718;PS0505-120;RUTABO B;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6125634;31.6189381;;;;;
EM.8906;PS0505-121;RUTABO SEMINARY;KAGERA;MULEBA;KAMACHUMU;NON GOVERNMENT;-1.6088881;31.6187804;;;;;
EM.1598;PS0505-122;RUTENGE;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6499581;31.5932653;;;;;
EM.7096;PS0505-123;RUZINGA;KAGERA;MULEBA;IBUGA;GOVERNMENT;-1.6548413;31.6008872;;;;;
EM.50;PS0505-124;RWANTEGE;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.781233;31.5419271;;;;;
EM.3798;PS0505-125;RWIGEMBE;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.7472553;31.4566942;;;;;
EM.7095;PS0505-126;NYABUKAZI;KAGERA;MULEBA;MUSHABAGO;GOVERNMENT;-1.7348133;31.5005592;;;;;
EM.4772;PS0505-127;ILAMBIKA;KAGERA;MULEBA;BUGANGUZI;GOVERNMENT;-1.6684271;31.5812921;;;;;
EM.8842;PS0505-128;BURIGI;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.1365822;31.4447523;;;;;
EM.8904;PS0505-129;KARUTANGA;KAGERA;MULEBA;MAGATA/KARUTANGA;GOVERNMENT;-1.8953614;31.6348203;;;;;
EM.8905;PS0505-130;KASIDANGA;KAGERA;MULEBA;KYEBITEMBE;GOVERNMENT;-2.26214112;31.5068792;;;;;
EM.8695;PS0505-131;KIMBUGU;KAGERA;MULEBA;KATOKE;GOVERNMENT;-1.6775633;31.7231302;;;;;
EM.8696;PS0505-132;RUGANDO;KAGERA;MULEBA;BULYAKASHAJU;GOVERNMENT;-1.6026092;31.5800052;;;;;
EM.7713;PS0505-133;MABALENGERA;KAGERA;MULEBA;NGENGE;GOVERNMENT;-1.7418777;31.4572888;;;;;
EM.9353;PS0505-134;KIHUMULO;KAGERA;MULEBA;BIIRABO;GOVERNMENT;-1.837287;31.5537942;;;;;
EM.9352;PS0505-135;IROBA;KAGERA;MULEBA;BUMBIRE;GOVERNMENT;-1.7734371;31.8426714;;;;;
EM.9354;PS0505-136;KIZINGA;KAGERA;MULEBA;BULYAKASHAJU;GOVERNMENT;-1.5713282;31.6115252;;;;;
EM.9355;PS0505-137;NSHAMBA;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.803352;31.547251;;;;;
EM.9356;PS0505-138;RUKONDO;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.765871;31.576246;;;;;
EM.9476;PS0505-139;KIHOLELE;KAGERA;MULEBA;BUREZA;GOVERNMENT;-1.8434181;31.6969653;;;;;
EM.10153;PS0505-140;KIGUZI;KAGERA;MULEBA;KARAMBI;GOVERNMENT;-2.0915582;31.5097423;;;;;
EM.10302;PS0505-141;HAMUGONGO;KAGERA;MULEBA;KAMACHUMU;GOVERNMENT;-1.6196934;31.5916914;;;;;
EM.10582;PS0505-142;BUKAMBIRA;KAGERA;MULEBA;KASHASHA;GOVERNMENT;-1.8130413;31.5868813;;;;;
EM.10583;PS0505-143;KABANGA;KAGERA;MULEBA;NSHAMBA;GOVERNMENT;-1.809094;31.574572;;;;;
EM.10584;PS0505-144;MALELE;KAGERA;MULEBA;RUHANGA;GOVERNMENT;-1.5676783;31.6644183;;;;;
EM.10585;PS0505-145;NYARUGANDO;KAGERA;MULEBA;NYAKATANGA;GOVERNMENT;-1.8263061;31.4697441;;;;;
EM.10586;PS0505-146;NYAWAIBAGA;KAGERA;MULEBA;MAFUMBO;GOVERNMENT;-1.6335555;31.6591783;;;;;
EM.10588;PS0505-147;TUKUTUKU;KAGERA;MULEBA;MULEBA;GOVERNMENT;-1.8529382;31.6576782;;;;;
EM.10769;PS0505-148;KATEMBE;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.2094863;31.6586622;;;;;
EM.10770;PS0505-149;KEREBE;KAGERA;MULEBA;GOZIBA;GOVERNMENT;-1.4713523;32.6141284;;;;;
EM.10771;PS0505-150;NSAMBYA;KAGERA;MULEBA;NYAKABANGO;GOVERNMENT;-2.278879;31.6382772;;;;;
EM.10772;PS0505-151;RUTEME;KAGERA;MULEBA;KIMWANI;GOVERNMENT;-2.0616183;31.6599114;;;;;
EM.10587;PS0505-152;RUTORO;KAGERA;MULEBA;RUTORO;GOVERNMENT;-1.5601792;31.2167782;;;;;
EM.10768;PS0505-153;BUYONZI;KAGERA;MULEBA;MAZINGA;GOVERNMENT;-1.9778563;31.7829612;;;;;
